xOut	yOut
-0.794018018	0.640111279
0.927938572	-0.659057752
-0.950306937	-0.785661117
-0.654976895	-0.985065752
0.868817831	-0.721537385
0.308599665	-0.951864577
-0.921172156	0.747358342
0.769242293	-0.931322683
0.933487995	0.561434334
-0.849718786	0.907468712
-0.979631585	-0.367608363
-0.996053481	0.783335395
0.773958675	0.965467301
0.652867012	-0.833413416
-0.959879701	0.344777720
-0.399305866	-0.989238009
0.580064696	0.864940965
0.983653785	-0.403672280
-0.923136536	-0.874972884
-0.867244994	0.755559539
-0.743234834	-0.679543448
-0.888483606	-0.778679394
-0.802801284	0.712555975
-0.945471487	0.403325093
-0.820137866	-0.989370058
-0.936430156	-0.501757533
-0.575889121	-0.852631705
0.743862070	-0.827367416
-0.975865670	-0.429860300
-0.715787875	0.752884415
-0.924290015	0.595632712
-0.772193808	0.782531579
0.543736038	0.971668263
-0.688599410	-0.875118925
-0.928199873	0.978395691
0.574028403	0.932760390
0.660850670	0.801834595
0.773502857	0.670456132
-0.528401156	0.983857891
0.803952983	0.842881258
-0.717454163	0.704994447
-0.657622071	0.886988733
0.865384424	0.668298500
-0.542507960	0.991778958
0.321428097	-0.947784997
-0.469445136	-0.978709773
-0.548351703	0.920135959
-0.790984963	0.757643944
0.947712449	0.861732995
0.426484697	0.957615428
-0.797204101	-0.707258013
-0.915863218	-0.776559764
0.902952846	0.986147201
0.989610825	0.685761862
0.983466356	0.291410288
-0.981022196	0.821375539
0.818596097	-0.997555840
-0.776328629	-0.720427680
0.975188077	-0.331878583
-0.524948688	-0.871640917
0.275730202	-0.984579979
-0.765596154	0.683124576
0.932662408	-0.425086705
-0.964366743	-0.879212466
0.550995707	0.983080857
-0.724709486	0.696088260
0.936270688	-0.624847503
-0.521557344	0.868933095
0.595274981	-0.852145932
0.619613849	-0.856133636
0.870544408	-0.763369374
0.714612247	-0.778617129
-0.809281680	0.905701678
0.928244438	0.856142029
-0.999991608	0.258114285
-0.882462072	0.533030894
-0.828477058	-0.652259247
-0.448224813	-0.915414322
-0.694031451	-0.740044893
-0.928787495	-0.456188830
0.885868185	0.706513302
0.886943969	0.522932113
-0.669428396	-0.941533090
0.657672603	-0.775939076
-0.462177936	0.912531319
0.321865417	-0.974771303
0.971388886	-0.930237452
-0.954737507	-0.889221662
0.461047719	0.963354869
0.981740276	0.231503260
0.840537830	0.581695327
0.924981784	0.555650700
-0.738462158	-0.875929407
-0.655556249	0.844021362
-0.960528944	0.367542621
-0.140666972	0.996888857
-0.883932439	-0.949258143
-0.303261418	-0.996052988
-0.846083692	0.721375635
0.556046448	0.845227888
-0.908109998	-0.838301012
0.900479021	0.607369035
-0.679541906	0.970804541
0.286584254	0.970697643
-0.994337616	-0.488896072
-0.628284450	-0.896246385
-0.958239282	-0.307826356
-0.873372932	0.943380458
0.507919068	0.977796585
0.986753527	-0.252115748
0.921184215	0.713514007
-0.386865988	-0.952188718
-0.877706686	0.662473106
-0.621903367	-0.808651788
-0.215812547	-0.989133394
0.407877392	-0.968375850
0.942924931	0.651021953
0.678919397	-0.842985265
-0.811361114	-0.730072027
0.934212881	-0.551072922
-0.977318823	-0.235585285
-0.828610203	-0.937861424
0.729261869	0.949946187
-0.997126210	-0.416109257
-0.886659346	-0.707428180
-0.688399738	0.842602523
-0.997774780	0.585151986
-0.911364385	0.517209460
0.851166341	0.698629951
0.364804670	0.987740742
-0.671790186	-0.985620168
0.793270928	0.674484814
-0.873649959	-0.568634739
-0.921794423	0.932570414
0.995820847	-0.303964744
0.884810288	0.875358428
-0.841344257	0.644090023
-0.919999497	-0.642973269
0.856758355	-0.757712508
0.729963697	0.756852658
0.657652748	0.806760752
0.929946123	0.686216217
0.889709163	-0.727559168
-0.642833682	0.966708656
-0.921815760	-0.883380514
-0.627881290	0.980064683
0.865048376	-0.733427583
-0.831546326	0.580042791
0.762798481	-0.694778751
-0.909038257	0.417587815
-0.755750699	-0.708500944
0.966928101	-0.890702324
-0.932472701	-0.430219494
-0.917348828	-0.872865255
0.775848828	-0.961058362
0.851931626	-0.769901977
-0.853287950	0.891665117
0.683296302	-0.770636777
-0.981200138	-0.255386581
0.872121869	-0.646611855
0.803373242	-0.827882322
0.999628346	-0.473049650
-0.913680561	-0.812388357
0.596383658	-0.874065987
0.995394960	-0.511245946
0.861405832	0.798768201
0.888922797	-0.922446295
-0.880656066	0.631745870
-0.912490806	0.899721778
0.985963919	0.452672576
-0.703132316	-0.746938175
-0.941501182	-0.377951543
-0.872666631	0.630047861
-0.841001399	0.772887741
0.832137803	-0.814625147
-0.776371405	-0.737268823
-0.495198023	0.964442101
0.287225613	-0.967648754
0.602731379	0.917392463
0.686928482	0.931570842
-0.828872562	-0.919405292
0.869474834	0.657108315
-0.596028628	-0.858498435
-0.991971195	-0.716658051
-0.870534033	0.716016852
0.962596061	-0.541216059
-0.560373441	0.832070894
-0.824142161	0.723000771
-0.917967379	-0.430611749
0.701841466	-0.781387981
-0.819862393	-0.829736291
0.733255446	0.824797350
-0.885273488	0.806854677
-0.831885581	-0.731297389
-0.683258479	0.915217955
-0.937097616	0.662672042
0.878991448	-0.688297104
-0.881442428	0.494108927
0.900930374	-0.902396110
0.730357603	0.722765564
0.975771025	-0.871644476
-0.984680975	0.734976265
-0.762735793	-0.921249711
0.941642754	0.723986249
-0.495865895	0.956961780
-0.884598694	0.856314407
-0.973621258	0.241395793
0.632810850	0.979405998
0.835720404	0.833059750
-0.739646633	-0.811517533
-0.905373732	-0.794316867
-0.671520918	0.879457247
-0.806973210	-0.795452100
0.903374176	0.753726553
0.769113811	-0.654313835
-0.959730187	-0.308665843
-0.530254818	0.951897965
0.978980644	-0.914838088
0.805726268	-0.653252422
0.756232104	-0.724528551
-0.672826603	-0.835365004
0.984044318	-0.302613362
0.925792112	0.521658965
0.923505598	0.558266745
0.933906694	0.558999944
0.494922499	-0.888349638
-0.744384516	-0.690236575
-0.578586213	0.816400338
-0.608453484	-0.971693181
0.946973610	-0.454739183
0.939990760	-0.991118993
-0.504490536	0.911474883
-0.854678096	0.524045927
0.892390975	-0.673648228
0.840126241	0.608531469
-0.757966395	0.912100241
-0.826118476	0.788937707
0.623683933	-0.812083790
-0.801716152	-0.722767476
-0.810667236	0.799597964
-0.946339271	0.615600136
-0.662783574	-0.861982631
-0.994257507	0.140562009
-0.504633172	0.901940118
-0.816903206	-0.742599800
-0.810171368	0.637509703
-0.947299863	0.385901116
-0.671300300	-0.784783899
-0.947116598	0.745534249
-0.689562077	-0.766750432
0.864347611	0.836489208
0.510430584	0.916644404
0.934121625	-0.769091357
0.533880126	0.987005027
-0.941119195	0.771827969
-0.292279737	-0.981574598
0.648708578	0.800343378
-0.979505799	0.919885135
-0.865089187	0.583630914
0.906856787	-0.657609379
-0.699586565	-0.974461930
-0.741323150	0.826544011
0.333299049	0.953194383
0.836114974	-0.582384890
-0.618581891	-0.942470672
-0.995914428	-0.167868288
0.855524691	0.736431837
-0.708416518	0.889213928
-0.714824335	0.890087755
-0.871703530	0.771189773
-0.848125228	0.875019049
0.882397660	-0.987627623
-0.960093780	0.535181757
0.954072461	0.984788351
0.583428179	0.866378268
0.720342253	0.858592997
0.797060588	0.674414713
0.843381348	0.958142413
-0.783405181	-0.729242957
-0.939666603	0.424964160
-0.535838684	0.900472902
0.924626433	-0.405700752
-0.478704760	-0.991774715
0.959917202	-0.660275861
0.605815267	0.986216018
0.800610904	0.819276790
0.689877800	-0.735227779
0.925832143	0.658740552
-0.969734996	-0.535247912
0.806112231	0.764853425
0.892566404	0.810672043
-0.840268793	-0.919025759
0.750778868	0.927557312
-0.972865104	-0.632652108
-0.560837034	0.960914341
-0.931152629	0.683853012
0.695554744	-0.779458903
0.904394110	0.509427896
0.512594821	-0.895267302
0.875655233	0.893115939
0.902170403	-0.747421335
-0.880433724	0.673983218
0.986735232	0.940905451
0.976601109	-0.291991795
-0.921188679	0.622942603
0.765359447	0.733672181
-0.967892338	0.277954268
0.838404879	0.907762895
-0.762890672	0.988425132
-0.792993921	0.851613823
-0.380330673	0.953452819
0.832406096	0.723480960
-0.879887739	0.747237202
0.943261116	-0.465490089
0.719707978	0.862395085
0.973096688	0.261930070
0.926685927	-0.388680915
0.992474094	-0.418875024
-0.980925984	0.712182071
-0.694112869	-0.851183163
0.927156006	0.923609531
0.398219554	0.919952297
-0.823956611	0.746239265
0.679202525	-0.988425680
-0.829770121	0.724179622
-0.944904976	-0.973911618
-0.835000515	-0.928833852
0.983806765	-0.416415291
0.959581801	-0.680123925
0.598177196	-0.869341369
-0.528034658	-0.924376856
0.979383660	-0.363035173
-0.853210708	-0.600441114
0.981448018	-0.282646083
0.777424483	0.757720622
-0.646977151	-0.935268766
0.737423219	0.800423123
0.921383757	-0.505103381
-0.999873108	-0.999333494
-0.945578698	-0.329483965
-0.909680286	0.739950918
-0.994143649	0.518794707
-0.948554065	0.537909382
-0.755780003	0.803331711
-0.953449178	0.677342357
-0.837452551	-0.924920027
-0.791498986	0.689105680
0.903630200	-0.961753574
-0.976522530	0.832612348
-0.882642631	0.538735662
0.929893845	-0.674141616
0.887563162	0.826546495
-0.785960241	0.694858194
0.922033602	-0.935998755
0.764391967	-0.960609030
-0.720153472	-0.895003590
-0.913399105	-0.755801753
0.797405144	-0.916233921
0.955461703	-0.347461126
0.366381623	-0.969555207
-0.763184750	0.930832590
-0.933572320	0.634926021
0.775503181	0.702757827
0.912124950	0.907181502
-0.917759644	0.581683931
-0.923392035	-0.507200300
0.319954848	0.974590761
-0.601831190	-0.910568644
0.925051395	0.691310906
0.956477399	-0.632405824
-0.682073055	-0.970975003
0.557845202	0.905384041
0.971113849	-0.822081231
-0.822157787	0.807010407
-0.669982913	0.825144250
-0.807261575	-0.859441845
0.924615921	0.592338789
0.863979875	-0.757457133
0.621363786	-0.988147248
0.938144246	-0.405124741
0.897831966	-0.443675842
0.773664594	-0.702465943
0.248815699	0.993288222
0.609226116	-0.911221912
-0.202741488	0.987227844
0.893659593	-0.752195077
-0.920231809	-0.396899832
0.479669832	0.964093965
-0.783896020	-0.726921292
-0.975401357	0.343963529
-0.925144453	0.822994061
-0.249970900	-0.990005621
0.885519688	0.816122714
0.703089665	-0.805041680
-0.780794085	-0.682290989
0.602152171	0.974322855
0.706796011	0.714513799
0.994849198	0.996655783
0.970508784	-0.991372738
0.825052327	0.999933724
-0.929057961	-0.877744348
0.969624624	-0.962212856
0.695914798	-0.758616605
-0.809658778	0.630798969
-0.939876381	0.740049830
0.981433225	-0.813605589
-0.659194377	0.910951592
0.967639498	0.835954478
-0.852374858	0.832101883
0.975244470	-0.511569235
0.743053474	0.743160655
0.894530691	-0.867166236
-0.520401624	-0.974676080
-0.903155921	0.866735127
-0.541515278	0.892022345
-0.898186832	-0.788541242
0.675172581	0.776107230
0.976297826	0.636365613
0.503100739	0.936227879
-0.424221645	-0.950537982
-0.951140277	-0.866256154
-0.802166775	0.917959096
0.910897874	0.610110705
-0.738674830	0.720918313
-0.825233018	0.651630748
0.417715751	0.961886048
0.938851111	-0.833631363
-0.849053521	-0.797182905
-0.444842589	-0.945757984
0.534623415	-0.899215293
0.853751708	0.666984869
0.533953544	0.854907879
-0.886325975	-0.945058904
-0.912334585	0.435798164
-0.869250867	-0.950947690
0.550331412	0.918338242
0.973279338	0.331104995
0.974774853	0.533195984
0.948781142	0.637738574
-0.928653198	-0.963553443
-0.618545048	-0.875591362
0.609262587	-0.968352857
0.829503863	-0.924351477
0.755541188	0.804278716
-0.730011470	0.767437879
0.762581670	0.711362042
0.795130999	0.993779683
-0.972172365	0.509098782
0.963839736	-0.499142450
-0.877609344	-0.631663486
0.856968762	0.997838008
-0.781861500	0.884796398
-0.542849031	0.965528745
0.876950447	0.742611472
-0.694983239	0.823982591
0.760001407	0.739881044
0.843323187	-0.937770366
0.928784951	0.643173237
0.938842171	0.356998985
0.950351991	0.544686260
-0.932677698	0.969128592
0.846923033	-0.541923516
-0.479693882	-0.959222244
0.949873864	-0.975733052
0.550660354	0.856533093
0.474174191	-0.942031548
0.362830935	0.994480309
-0.981252743	0.408599810
-0.904105924	-0.983468332
0.882269777	-0.713214356
0.684127209	-0.939594741
-0.799662840	-0.870445966
-0.361736609	0.954046528
-0.832738679	0.617562274
-0.604327114	-0.946988665
-0.638070791	-0.866999099
-0.598145834	-0.963756287
-0.995435176	-0.347926318
0.823348718	0.607163908
0.935825928	-0.490362841
0.915548403	0.501508978
-0.941569118	0.374470981
0.994610410	-0.487860666
-0.688568705	0.744399057
-0.875435836	-0.713364152
-0.881367167	0.915626163
0.944154431	-0.713417414
0.941523583	0.435259810
0.818705066	0.936133992
0.947399145	0.647555721
-0.801229507	-0.741241617
-0.801178622	-0.887627885
0.820532611	-0.862066460
-0.923749825	-0.853244922
-0.991167092	0.940034037
0.955290138	-0.792345714
0.886223406	0.774816926
0.944453789	0.833606114
-0.880506908	0.969058524
-0.648041910	0.910254938
-0.746940832	-0.761818505
0.685071862	-0.802487044
-0.928212392	-0.601692078
0.669575836	-0.808719300
0.977003605	0.748891230
0.987072725	-0.262068446
-0.572424271	-0.941139668
-0.425691906	0.939824286
0.822581414	0.971241234
0.720132463	-0.864711269
-0.970352210	0.707205186
0.766065519	-0.990540240
-0.445624916	-0.983793450
0.645740343	0.821985310
-0.725835615	0.980712493
-0.698486861	-0.828321484
-0.834353747	-0.638904973
-0.683334414	-0.956145482
0.963827174	0.575111782
-0.728821911	-0.764396174
0.871644129	-0.770531055
0.644944313	0.867688767
0.568097086	0.958546703
-0.855435476	-0.557836348
-0.872903282	-0.793965369
0.976889119	-0.890673023
0.908658238	-0.801222379
-0.511581328	-0.963691470
-0.556978572	0.951218204
0.816182712	0.825709852
0.907670576	0.731344201
-0.956870606	0.464627715
0.934911123	0.958161769
-0.999242932	-0.803080139
-0.570645288	-0.899403610
0.950739546	-0.672497230
0.914099961	-0.589283200
-0.939973837	-0.993841785
-0.689617320	0.724647817
0.931770361	0.962363743
0.687506410	-0.778344305
0.269992685	-0.992066257
0.940478005	-0.992043464
0.911395400	0.627984416
0.578956499	0.866611556
-0.817332415	0.688607755
0.348162426	0.976302903
0.815465809	-0.927690773
0.740924862	0.755943813
-0.919734236	0.652320261
0.905580208	-0.698274444
-0.864472334	0.743815101
0.994140449	-0.853398581
-0.861319936	-0.514011550
0.928282878	0.764044457
0.968120472	-0.737266544
-0.929850799	0.886962487
-0.712561197	-0.722248205
-0.945768507	0.854544073
0.497802332	0.982514371
-0.754752174	0.688737731
-0.870339743	0.905277784
-0.426853298	-0.911850945
0.993426840	-0.219865345
0.862986901	0.745079290
-0.796902528	0.837361584
0.401962049	0.986107379
0.352436704	0.998076294
-0.912595832	0.703914577
0.684449935	0.811624972
-0.982269421	-0.370444066
0.861811969	0.537412378
0.888318854	-0.641644236
0.830087447	-0.903440541
-0.686461118	0.866577001
-0.990294135	-0.709675130
-0.426703310	-0.949767459
-0.676431328	0.850961204
0.967664436	-0.859660146
0.345469353	-0.960270499
-0.840385367	-0.616520198
-0.943903228	-0.513726038
-0.939180633	0.762228565
0.902568420	-0.684188689
-0.644459188	-0.930079050
-0.941356122	0.528694100
0.974727091	0.578430309
0.815347326	0.893970387
-0.717823213	0.698087468
0.891431072	0.999237372
-0.894041785	0.773765486
0.982189379	-0.611864997
0.860519004	-0.787153735
0.336584272	0.958706265
-0.925877378	0.662288139
-0.906226549	0.896675765
-0.715189232	-0.703737519
0.606407767	-0.936436216
-0.822662529	0.837444145
0.869066797	-0.876539522
0.298958577	-0.985027708
0.806540193	-0.827468232
-0.953078113	0.889490818
0.555096372	0.891586361
-0.615125479	0.888200847
0.843487546	0.956201048
-0.848834577	0.709929187
0.998551375	0.873391168
0.928512780	-0.954526739
-0.922257838	-0.717901316
0.964865426	0.365468356
0.408162643	0.943195772
0.899396819	-0.843339244
