xIn	yIn
0.462657437	0.722178841
-0.468993943	-0.414928996
-0.718690490	-0.532397128
-0.437509118	-0.194403700
-0.020739337	-0.083048266
0.035288521	-0.981060861
0.199625603	-0.717646913
0.007337535	-0.358809297
0.734089986	-0.593172847
-0.160168235	0.168332747
-0.622152262	0.208527359
-0.849954347	0.369212499
0.245439990	-0.654555459
-0.817313279	-0.174822512
-0.452643671	0.783678049
0.717981567	0.078362386
0.545965259	-0.068760065
-0.195112625	-0.474774079
-0.455834940	0.047817271
0.024951715	-0.663822514
0.737367098	0.174997368
0.705389986	-0.017192913
0.533420864	-0.644659095
0.461321677	0.251402431
0.433703291	0.830070729
0.250693506	-0.020331451
-0.238689337	-0.944419119
0.504894470	-0.390497668
0.600562125	0.346327576
0.875167315	-0.100143556
-0.404658502	0.595295722
0.488536051	-0.596673926
0.272939350	0.021956915
-0.241333021	-0.265738974
-0.435668246	0.524052852
0.172038818	0.325642419
0.579633733	-0.323066712
-0.274007182	0.592464353
0.493676270	-0.673445058
-0.061208073	0.368580999
0.885446817	-0.186040759
-0.573506348	-0.656708745
0.380975521	0.021835152
0.938586977	-0.130488429
0.425161225	0.211526326
-0.623801526	-0.489880894
0.688880682	0.548237292
0.835761525	0.268514414
-0.256095077	-0.048836603
0.363370627	-0.762418808
0.277718340	-0.697837447
0.606162191	0.163165155
0.116121796	0.874599634
-0.056318669	0.542615448
-0.435549401	-0.843522136
0.368004190	0.085636907
-0.826559972	0.313791542
0.250464737	-0.450361498
0.823910648	-0.060654582
0.430578447	-0.048235246
0.274209769	-0.206050927
0.189345946	-0.448071892
0.096111626	-0.204491864
-0.329892231	-0.341225407
0.754848869	-0.112001343
-0.016568556	-0.680700533
0.044476521	-0.822400135
-0.691088709	-0.587519290
0.263236773	-0.517648681
0.726272252	-0.486298491
0.031989821	0.550182900
0.453046928	0.129865614
0.209855072	0.660906759
0.452911987	-0.359566482
-0.387328488	-0.272878245
0.434382590	0.802017460
0.279049864	-0.469505785
-0.402474405	-0.005856874
-0.257272363	0.267633365
0.652917720	-0.502423495
-0.844367979	-0.363650837
-0.183124028	0.200108543
-0.186050971	0.125787264
0.608138583	0.338861505
-0.409112690	-0.359871596
-0.110955596	-0.956065763
0.704840997	0.222906004
-0.260667007	-0.682487491
-0.880470033	0.229077622
-0.295790203	-0.282944437
-0.776779252	0.446937434
-0.487512369	-0.238610088
0.340429491	0.326436660
0.887177176	-0.046981256
0.403622461	0.495315758
-0.864555838	0.180924653
0.279824128	0.743285006
0.128344183	-0.980842880
-0.939202486	0.078371943
-0.692550436	-0.102917500
-0.102616955	-0.469329688
-0.655980066	-0.117928028
-0.593191221	-0.711466128
0.022392922	-0.080703590
0.049923784	-0.637177588
-0.754266931	-0.062899041
0.315841156	0.649355532
-0.567583283	0.607721404
0.643865303	-0.432139122
-0.211353944	0.682309312
0.425594317	0.601643242
-0.319984817	-0.719499995
0.666719314	-0.012535252
0.177582506	-0.435897642
0.518135059	0.521602439
0.810136312	-0.531432749
-0.155759751	-0.139939905
-0.168610336	0.089973318
-0.260671151	-0.770422230
0.754952224	-0.616805849
-0.202561351	-0.456401721
-0.934496538	0.270737707
-0.387931538	0.491097780
-0.127619052	-0.300304235
-0.022510389	0.552396132
-0.019804229	-0.355791077
-0.460139121	-0.842221724
0.208311282	-0.942004062
0.679380716	-0.345514388
0.123052864	-0.172819975
-0.898326653	-0.343517809
0.039676343	0.173754593
-0.599776151	0.105179805
-0.555507701	0.012292311
-0.403722416	0.316873248
0.711988077	0.573767194
-0.130730620	-0.307816152
-0.782023883	0.409130259
-0.150037876	0.426287399
0.467126197	-0.470657161
-0.722754002	-0.631563014
0.158268403	-0.805600660
-0.484824840	0.259941750
-0.149118468	-0.108508896
0.116567320	0.890557875
-0.004262321	-0.490262003
-0.470916521	0.592015263
0.165782456	-0.304119376
-0.066744596	0.383758573
-0.189954029	0.572137080
-0.687439634	-0.109181018
0.022203053	-0.668579770
-0.905355143	0.299449050
-0.300142784	0.252913260
0.493848392	0.215032376
-0.487144992	-0.655270077
0.146213496	0.231025476
-0.318492826	0.675296975
-0.176959263	-0.491881581
0.203999043	-0.150376066
0.372581765	0.309009926
-0.367158539	-0.817372264
-0.118852995	-0.054598174
0.073446718	0.903350058
0.276822057	0.168091574
0.202799108	0.976679273
-0.578995167	-0.303352502
0.191711649	-0.066140159
0.041377421	0.298235129
-0.436717831	0.276665218
0.470004307	0.709495665
-0.492309307	-0.848488520
0.384792640	0.330731430
-0.340370101	0.301161171
0.319554622	0.863628943
-0.849214896	-0.307863613
0.172638869	-0.216373435
-0.125235878	-0.946214127
0.957135931	0.005850448
0.116302414	0.159935037
-0.017470279	0.537307247
-0.528832911	-0.102040044
0.472476498	0.034449257
-0.825374826	-0.057519196
-0.256055078	-0.317684133
0.093992284	-0.871262439
0.429898732	0.332601919
0.617251127	0.580683836
-0.975261696	-0.210110006
-0.635689600	-0.100497573
-0.156324133	-0.906661209
-0.152286733	-0.199188203
0.099189239	0.964015681
0.501322928	0.817329369
-0.284710674	0.728436826
0.006939274	-0.110085500
-0.329082371	0.750884196
0.572230367	0.764909914
0.518532097	0.309520488
-0.082120418	0.135783223
-0.109795676	-0.057382114
0.925673217	0.254514724
0.842120314	-0.230650916
0.347853515	-0.310166420
0.570160880	-0.552957246
-0.346150740	0.530907714
-0.471238287	-0.844827813
0.348237083	-0.215277958
-0.486841134	0.134601477
-0.046559092	0.184076496
-0.114514328	-0.474328726
-0.051013591	-0.234892571
-0.925372084	0.028828519
0.603301728	-0.035167760
-0.701675973	0.567200479
-0.985756768	0.157249557
0.399392620	-0.456995054
0.312421745	-0.252370298
0.327726988	0.440083949
-0.188843890	0.840885854
-0.425314575	0.764597018
0.024962349	0.460171097
-0.774721475	-0.598782771
-0.558532738	-0.700093558
0.264738682	0.401492152
0.573743934	0.484085646
0.215058870	0.872067961
0.051286125	0.718459167
0.740552868	0.065529357
-0.124291275	0.139945488
0.887575190	-0.063738710
0.628214418	-0.301268699
-0.222852856	-0.797100158
-0.536671682	0.802109494
0.663070938	-0.246403390
0.154813839	-0.782474487
-0.811744095	-0.415140414
-0.737705497	0.452994588
-0.062919766	0.201410608
-0.080130226	0.448659264
0.053895715	0.795578499
-0.411395249	-0.337569982
0.598691309	0.611923385
0.174911243	-0.624161548
-0.822052054	0.477894165
0.366243628	0.546650009
-0.828468290	0.554499534
0.007494120	-0.882138668
0.426630310	-0.013163573
-0.508584996	0.247957754
0.630352567	0.666326246
0.623796207	0.445175793
0.304565806	0.801744153
-0.076930043	0.696401976
0.243051985	0.927282060
0.843813118	0.374561580
-0.638891727	-0.148692761
0.492422912	-0.369027078
-0.204118408	-0.188305148
-0.391056032	-0.271177696
0.050836565	-0.964425722
0.715658732	0.085556779
0.103985960	-0.457775657
-0.387117071	-0.265661474
-0.820485682	0.513116395
-0.961576713	0.102584276
0.209518370	0.794173636
0.391897861	-0.547429646
0.721455696	0.235710979
-0.912981783	0.319554845
-0.286463110	-0.117100191
-0.868750305	0.322480858
0.611722113	0.182086262
0.358055136	0.327380844
-0.732356961	0.408864476
-0.307693980	0.371628999
0.951088820	0.305188950
0.541868085	-0.714518157
0.672755803	0.580291373
0.388066119	-0.117725828
0.374465008	-0.220036021
0.334844527	0.095920703
-0.984325043	0.161976459
0.178484670	-0.897306826
-0.014407016	-0.387219001
0.214502417	-0.402684903
0.794867260	-0.427442447
0.044350367	0.213654786
-0.352819770	-0.581184626
0.144001214	-0.306779253
-0.414757693	0.097579880
-0.627697724	0.619590918
-0.763407122	0.529830375
0.069937199	-0.621614592
0.622842783	-0.104474134
-0.856708534	-0.332806851
-0.890819349	-0.209528304
0.086008522	-0.897200585
-0.227503549	-0.399255401
0.293965347	-0.775919966
0.321659914	0.780343700
0.678952377	0.016554891
-0.363854192	0.909215553
-0.595021042	-0.127261313
0.439045927	-0.308785889
0.031522475	-0.491016875
0.069599520	-0.345634743
0.404508991	0.212890986
0.321558405	0.513689642
0.616489056	-0.224140868
0.008311526	0.728582194
-0.307643204	-0.697723128
-0.818515475	0.274322141
0.911691556	-0.072977161
0.799761526	0.176516633
0.007884625	-0.168716000
0.485649257	0.090008748
0.290375130	-0.192792339
-0.396301611	0.293737811
0.214774589	-0.779812556
0.948769638	-0.238046261
-0.003659282	-0.293152488
0.175754006	0.011071397
-0.432715587	0.466631037
-0.160673449	-0.521024031
-0.606346125	-0.423202743
-0.204353517	-0.806584598
0.024699402	0.438813647
-0.471177606	0.171390381
0.317556319	0.132520783
-0.534871808	-0.467669093
0.352708228	-0.465274866
-0.244582979	0.301477866
0.296678872	0.280780008
0.202909730	-0.706980410
0.304090987	-0.445088068
0.033887901	-0.761051353
-0.279785207	0.829534383
-0.567635951	-0.526471318
0.633065490	0.457063450
-0.314528878	0.284968428
0.573685505	0.150599314
0.817299335	-0.073606268
0.685324448	-0.427283643
-0.772128403	-0.017996680
0.853496364	0.430781328
0.275022911	0.841123884
0.809445063	-0.420886104
-0.603964185	0.654739834
-0.277468567	0.429923716
0.893688481	0.442746225
0.259458098	-0.673947471
0.916274907	-0.107476413
-0.593395672	0.750528088
-0.730218044	0.092075451
0.035496515	0.843467461
-0.757325236	-0.147204151
-0.230138808	0.927999212
0.425512206	-0.002267210
-0.089997468	0.279008570
-0.571485883	-0.814974558
0.120132452	-0.762040822
-0.235860662	0.516168267
-0.053908018	0.786387493
-0.070583005	-0.794449921
-0.887559979	-0.154308099
0.098073666	0.895556001
-0.325690865	0.504677995
0.646084088	-0.055908910
-0.403246555	-0.318419398
-0.212441450	-0.160571791
0.534376451	0.557419743
-0.232572578	-0.040111344
-0.444847468	0.677429953
-0.761102775	-0.016333351
0.862455396	0.359029677
0.221625827	-0.373405267
-0.124802056	0.114324839
-0.099287669	0.042682498
-0.973159996	0.013152353
0.888374400	0.124913671
-0.091291647	-0.437316466
-0.370408334	-0.445207560
0.506774626	0.226345110
0.236373041	-0.705666825
-0.934226681	-0.229250509
0.851752918	-0.166799259
0.730638147	-0.593094551
0.390572098	-0.626913911
0.328565049	-0.387802075
-0.000319178	-0.796237009
0.726522764	0.112946326
0.176806592	-0.450904201
-0.393313243	0.806398258
0.103888239	-0.886538618
0.032743367	-0.659738720
-0.592205443	0.098516686
0.111010772	-0.740452525
0.931717427	-0.158351082
-0.333547076	-0.557651879
-0.188815710	-0.942974978
-0.184565791	-0.860250662
-0.330777053	0.815115032
-0.656487670	-0.604254290
-0.071938644	-0.631434753
0.022980804	0.083690180
-0.579541832	-0.336631749
0.127693402	0.597264760
0.212464051	0.734380159
0.403663017	-0.683647710
-0.343386430	-0.744363902
0.534923070	0.767624342
-0.484816427	0.466640496
-0.390726740	0.181636497
0.238661519	-0.275577173
-0.696369826	0.467599215
-0.727715535	0.326610979
-0.448710606	-0.307257367
-0.709992608	0.202443281
0.413362955	0.693670409
0.518795571	0.261204496
0.516840594	0.664999860
0.131640357	-0.447693258
0.213660664	0.040628973
0.765051800	0.532971180
-0.639793353	-0.695410343
0.436690397	-0.336163179
0.182870311	0.415824015
-0.614604706	-0.298334119
-0.322971489	-0.484527915
-0.122924978	-0.806130896
-0.819528055	-0.179891495
-0.774106730	0.312112301
0.372415247	0.439553934
-0.647258726	0.345179539
-0.121849282	-0.747917239
-0.577617270	-0.685158886
-0.084080416	-0.805428399
-0.976184024	-0.093632617
-0.481950134	-0.574466529
-0.113205586	-0.479489073
0.117258358	-0.930335276
-0.228669394	-0.386636547
-0.192767443	-0.801402317
-0.531485867	0.033125828
0.510709984	0.840929381
0.186108918	-0.635444125
-0.383361363	-0.596372939
-0.620899250	0.532558221
-0.401801336	-0.597083273
-0.561074396	0.116248530
-0.171549802	0.325720017
0.395384742	0.573094399
0.448362209	-0.833284653
-0.813542149	0.466487946
0.815120976	-0.006309592
0.665085628	-0.716364891
-0.973183765	0.175795612
0.039246870	0.310673408
-0.135948129	0.020491201
0.374933043	0.480690509
0.424118263	0.754033794
0.013248729	-0.977683074
-0.843049481	0.452174333
0.138565456	-0.014599282
-0.222105650	-0.224675087
-0.068890727	-0.826720909
-0.651580688	-0.620528519
-0.660005562	-0.465122837
0.528567572	0.511045055
-0.561249478	0.555383807
-0.313159333	-0.436684988
0.873988420	-0.081068326
-0.253421262	0.248921462
0.002955256	0.412870911
-0.806986074	0.159905775
-0.134954758	0.331579383
-0.893095705	0.076415767
0.816218684	-0.544676393
0.455887248	-0.843786878
-0.009799230	0.301846674
-0.688671464	-0.481231659
-0.187108270	-0.249920942
0.313394070	-0.870968050
0.225819933	0.187382489
0.047963623	0.972398671
-0.563696049	0.447585805
-0.856904330	0.439259207
-0.139543285	-0.663890403
-0.400835019	0.725501957
0.667688981	-0.255528526
0.368441550	0.774593276
0.820887240	0.184660233
-0.770083118	0.276774487
0.340873355	0.220117651
-0.421378839	0.652201891
0.738885993	0.391512891
-0.108754714	0.715675020
-0.096942491	-0.009966287
-0.910536110	0.339361460
-0.562380483	-0.767440440
-0.221379335	0.298076232
-0.431330843	0.377785646
0.023578188	-0.763641863
0.576679970	-0.759131706
0.219918847	-0.082446675
0.460985946	0.798540008
-0.430244785	0.199871938
0.190052898	-0.027963836
0.012910078	-0.918701816
-0.312288817	-0.045019833
-0.801636597	0.590768692
-0.069869849	-0.617366604
-0.479613147	0.708750816
0.680709627	0.089056011
0.086536461	-0.295712186
0.325414149	0.208793581
0.096307552	0.336365561
0.151937940	-0.327012479
0.577233855	-0.628143214
0.590540846	0.038219801
-0.761908262	0.360449691
0.132332224	0.251001816
0.441747876	0.820043407
0.410812098	-0.849004139
-0.466370743	-0.551674575
0.537381436	0.136229525
-0.081373303	-0.137204417
-0.800838856	0.496961045
-0.312078230	0.776394999
-0.185385201	-0.960785377
-0.561241325	0.052706537
0.399664315	0.571090900
-0.696291648	-0.158587810
0.391134307	-0.490309666
-0.518476533	-0.198053595
-0.339313805	-0.590537961
0.142888653	0.194315452
-0.142212537	0.192581717
0.408654335	-0.604831101
-0.671188759	-0.672718969
0.257964482	-0.326165654
-0.657784720	0.457125626
-0.829204610	0.030137050
0.233520625	-0.960386780
0.100841960	0.478492159
0.318449241	0.404550313
-0.680095652	-0.290416454
0.914240647	-0.198572185
0.511529951	-0.425073159
0.210889855	-0.345581396
0.847000320	0.177896627
-0.536153784	-0.824188440
0.505177659	0.721810699
-0.150354094	0.847392939
0.178936325	0.020441295
-0.122470012	-0.587543051
0.060054516	-0.813870347
-0.539407627	0.138882360
-0.382625482	0.251937234
-0.034015354	-0.062721134
0.961520782	-0.119774707
0.738706682	0.473050732
0.455152134	-0.050403464
-0.872530665	0.224394427
0.018273854	0.974469655
-0.597708947	0.482120070
0.203930769	-0.000072880
0.754861650	-0.617132907
-0.204675957	0.080422931
-0.181478709	0.255916415
-0.780694710	-0.247990715
-0.182649252	-0.163320192
-0.336439313	0.512665355
0.438518032	-0.881287180
-0.537738109	0.565987368
0.343107247	0.480535745
0.540457022	0.745398302
-0.037344185	0.690738237
-0.309334644	0.407728662
-0.450546323	-0.288966229
0.791456702	-0.141358410
0.610650876	0.418044883
-0.152558201	0.614597396
0.201380278	-0.378599527
-0.865934172	0.018582727
-0.415429906	0.326761032
0.072159333	0.039519279
0.815765354	-0.274973656
0.206105862	-0.493569291
0.217464481	-0.827124694
0.100337258	0.008921182
0.031516896	0.701031393
0.019683174	-0.357832228
0.119076276	0.867124974
-0.511474553	0.836829862
-0.814602484	-0.377408725
-0.144587410	-0.830948700
0.218918995	0.439982684
0.495812332	0.295782459
0.565009801	-0.432028336
-0.664698263	0.380775153
0.292998009	0.541407600
0.887205863	0.425753015
0.296967138	0.104670344
0.598628321	-0.602695604
-0.886408475	-0.369854783
-0.901664211	0.133274699
0.272312988	0.217412064
0.000399673	0.529078156
0.537868617	0.488925120
0.365908017	0.723266133
0.892317433	0.330435388
0.661303291	0.388129765
-0.373782154	0.226313091
0.956101429	-0.038480417
-0.392911756	0.249099437
-0.497072818	-0.505705894
-0.325147548	0.799894321
0.598964450	-0.726519229
-0.096374012	-0.704465495
-0.154169326	-0.824061024
0.512946569	0.846230347
0.705017132	0.050815185
0.335155465	0.070925148
-0.225918683	0.446671859
0.292245755	-0.333601251
-0.222892753	-0.046450955
-0.635155326	-0.213049622
0.259729379	-0.132228143
0.281244484	0.934581830
-0.332333823	-0.119791067
-0.791937399	-0.135135107
-0.407235092	0.111688589
0.160399397	0.438595582
0.287627565	-0.326654034
0.284825927	-0.007355304
0.724161151	-0.380018608
-0.933346750	0.355815598
0.164641216	-0.156239504
-0.690635358	0.219169730
-0.752914412	-0.510773224
0.229799672	-0.388069737
0.276177155	-0.510470951
0.479702119	-0.442578361
0.437630573	-0.367826519
0.012233188	-0.969604520
0.468991061	0.031489635
-0.154021450	-0.246183012
0.373798379	-0.912295826
0.068382167	0.440451629
0.443519773	-0.766976617
0.452193113	-0.468702287
-0.757888809	-0.318007216
0.143227975	0.518288347
0.171521833	-0.377069905
-0.229701610	0.513340558
0.955164163	0.012727098
0.003157897	-0.198857287
0.766544086	0.027292228
0.371282413	0.140342464
0.114996403	-0.560335420
-0.419205907	-0.441483825
-0.327312037	-0.134993783
0.396303930	-0.446488219
-0.193126142	-0.460468095
0.162462000	-0.852489889
0.715291968	0.204586707
-0.782686195	-0.223339246
0.124200355	-0.081050615
0.477465559	-0.044766200
-0.429999335	0.788866149
0.080114875	0.966304595
-0.494163501	-0.585821944
-0.438311832	0.439412826
0.601058890	-0.777461163
0.241247421	0.316350857
0.427125544	0.014750278
-0.013193012	0.644439349
0.791411032	0.458405833
0.628297239	0.595364013
0.301287090	-0.247502407
-0.485686603	0.583832927
-0.460933273	0.027492704
0.780645106	0.619181601
-0.006202701	-0.876976965
0.506170334	0.499633798
-0.462798909	0.371554757
0.167932298	0.098889259
-0.189032417	-0.231008813
-0.914657957	-0.251446359
0.066965281	0.072149032
-0.607007012	-0.141623688
-0.546259675	0.831841954
-0.226212180	-0.031946277
0.415674881	0.231279861
-0.040167320	0.954741607
-0.741227436	-0.259522215
0.573923208	0.252569863
-0.136499180	0.080093541
-0.247796339	0.400701912
-0.500408830	0.262615880
-0.310872855	0.821019268
0.314830883	-0.225530812
-0.430427093	-0.618203837
0.846618220	-0.037434104
0.240172475	-0.622826916
-0.016143877	0.693912801
-0.338033477	0.624689918
-0.011076197	0.621799203
0.579431524	0.247696369
-0.637723013	0.153354732
-0.499733769	0.225777808
-0.766551728	0.252469892
-0.373520281	-0.314903430
0.172605850	0.126070889
-0.052909844	0.262543331
-0.363797817	0.516663063
0.644339495	-0.517179598
-0.520771041	-0.115488031
-0.140006514	0.463085082
-0.421575230	0.069008524
0.220729025	0.240391293
-0.306301559	-0.790347172
-0.137809504	-0.726870035
0.457349197	0.224467484
-0.549754709	0.659932969
0.210085320	0.076725010
-0.654970462	-0.617308831
-0.755575836	0.149886055
0.555285319	-0.119373653
-0.333450882	0.199624813
0.363446749	0.145778076
-0.391136842	-0.337438448
0.292448760	0.829592183
-0.960754990	-0.234856659
-0.740722835	0.496594207
0.454209634	-0.560143885
0.345694831	-0.335705047
0.516581125	0.690724369
0.046986123	0.719377025
-0.130736921	0.538751675
-0.827963366	0.535812197
-0.261623514	0.535483383
-0.318409727	-0.177486731
0.758923619	0.290453431
0.485074822	0.051372378
0.120045613	0.388027667
0.037519578	0.159290623
-0.846828993	0.296796743
-0.344115170	-0.857218169
-0.017441394	-0.889905536
-0.417362054	-0.671746564
-0.225610584	-0.900780928
0.112785826	-0.312140825
0.541195835	0.284822460
-0.179694157	-0.094738355
0.102085590	-0.420770539
-0.804284925	-0.412839589
0.630601840	0.315760689
0.964918161	0.130936142
-0.728859085	-0.052523234
0.241030605	-0.146221138
-0.047002066	0.294708007
0.836795561	-0.228405971
0.297152167	-0.050418613
0.459453204	-0.161651999
0.117920321	0.054709689
-0.411613780	-0.779994090
0.633939151	-0.215898704
-0.192833679	0.264540990
-0.900138017	-0.217645603
-0.089286519	0.897580568
0.705849438	0.181854396
-0.154942667	-0.053119958
-0.037699936	-0.011368810
0.415495541	-0.200904376
0.760225220	-0.287352293
0.748677011	0.219678423
-0.097197001	-0.331083972
0.037790547	0.491189219
-0.111078062	-0.328270303
-0.049934207	0.389156137
0.766513661	-0.344084770
-0.428989467	-0.388429006
0.602795272	-0.393356210
-0.267641471	-0.434904664
0.364190960	0.355500200
-0.139498224	0.112867971
-0.424821377	-0.588502518
0.095948827	0.477981621
0.080413511	-0.866260627
-0.030829161	0.969335450
-0.194530930	0.244461353
0.665423709	-0.258260243
-0.389327150	-0.430320359
0.533022502	-0.622813488
0.225594871	-0.895966966
-0.011242494	-0.171609857
-0.289323176	0.721116034
0.393485479	-0.694048196
0.868970104	-0.242323562
0.661452005	-0.270528122
0.140969361	-0.033506766
0.100232608	-0.316216915
-0.352558565	0.547858286
0.635300797	0.343132799
0.637063929	-0.375941697
-0.654825664	0.565008420
-0.346307443	-0.785855561
-0.677315143	-0.684855440
-0.056383683	-0.806770735
0.159722500	-0.733612567
-0.049829482	-0.503313130
-0.834343215	-0.121585045
-0.647171102	-0.186901780
-0.573726758	-0.647162710
0.870672866	-0.324254059
0.623475331	-0.475634577
-0.110109620	0.946160189
-0.160490017	0.833506698
-0.860610547	0.391285171
0.918092376	0.299111953
0.559067060	-0.392156878
-0.279252207	0.724723846
0.486258077	0.073576691
0.426413981	-0.390965431
-0.543657512	0.312282165
-0.684452128	-0.656713543
-0.164785722	-0.353880524
-0.598246633	-0.294112857
0.230252565	-0.788244204
0.409890291	0.118720322
-0.812584208	-0.031042649
0.726563443	-0.091836415
-0.306318804	0.212821520
0.125352839	0.408154256
-0.279563578	-0.843914299
-0.197794824	-0.673264850
-0.648036153	0.491790408
-0.664173610	-0.676647267
0.561552956	-0.618911117
-0.565868929	0.022600675
-0.858679005	-0.468140458
-0.187021288	0.867884439
0.440023128	0.506659908
0.080705959	0.421763403
-0.261836832	-0.793941203
-0.170082341	-0.421299003
0.787754124	0.550354080
-0.265213302	0.712735907
0.106004779	0.536991874
0.661062468	-0.608565096
-0.285212363	-0.579114016
-0.622022261	0.148918708
0.443486659	-0.277578510
-0.007059930	0.584807654
0.254281032	0.805918783
0.452692092	-0.305695841
0.312578690	-0.466601950
-0.260543152	-0.054014779
-0.370557146	-0.472789029
-0.503660700	0.364229552
-0.760053122	0.602344080
-0.098778573	-0.720582066
-0.030113300	-0.437716107
-0.329147162	0.829219729
-0.440827249	0.385640476
-0.749894288	-0.062849510
-0.465440817	0.693592370
