xOut	yOut
0.774326474	-0.915535677
-0.956523596	-0.356400090
-0.617282335	-0.903694793
0.523053900	0.877285535
-0.769320390	-0.918112081
-0.816595300	-0.960149216
0.605992778	0.839356695
-0.741644435	-0.987256091
-0.776236049	0.667844512
0.828705770	0.688751700
-0.703996298	-0.971667525
-0.452849447	0.968127979
-0.504934129	-0.995663119
0.941297297	-0.885197744
0.794487651	0.615447287
-0.855147130	0.807652713
-0.979803078	0.860865340
-0.457130838	-0.914257267
-0.868937640	-0.901519849
0.856081715	0.629539623
-0.933654183	0.509900296
0.916261050	-0.788801313
0.972559988	-0.408745250
0.619695416	0.805040518
0.549338968	-0.939259172
-0.863701989	0.928723171
0.968359055	-0.966462071
-0.438783010	0.986932598
0.900213192	0.591467613
0.878333973	-0.937151721
0.875767127	-0.646642813
-0.833133976	-0.713172759
-0.854298389	-0.723070954
-0.675772371	-0.860392856
0.444563178	0.949493624
0.893683888	0.683579797
0.754592036	-0.799820350
0.765752155	0.796075438
-0.970551966	0.777131935
-0.947394103	-0.437179978
0.537224191	0.975107689
0.617699778	0.880153893
0.480776622	-0.988874792
-0.919708477	-0.461472788
-0.983313818	-0.693372569
0.794884064	0.634385961
-0.813218675	-0.787054082
-0.520088891	-0.954867731
-0.852232504	-0.746375364
-0.873477932	-0.981902992
0.729387471	-0.978920931
0.927979790	-0.584286069
0.831183900	-0.664327415
-0.584321821	0.963059540
-0.991679292	0.528812669
-0.959527236	0.706883582
-0.950337663	-0.420494633
0.723853601	0.704449547
0.866778471	-0.854208566
0.719032114	-0.703223774
0.821697498	0.768694452
0.768259482	-0.952441676
0.964981973	-0.745135146
-0.871943103	-0.781100832
-0.956303436	0.457221575
0.496161693	-0.915984842
0.932595942	0.539858257
-0.783688138	0.998323711
-0.792069564	0.824434778
-0.617551604	-0.840769565
0.359187977	-0.935318826
0.579572296	-0.900996225
-0.902672515	-0.799557373
0.575853719	0.855116448
0.913759337	0.832230517
0.857178165	-0.842603441
0.944041633	0.625328884
-0.987347348	-0.410901062
0.510354660	0.999563376
-0.962525966	0.618015661
0.209756994	0.981515667
-0.429385395	-0.999473419
0.747415760	-0.902641313
-0.903077937	-0.776730276
0.760247502	0.985772626
-0.225338020	-0.990811247
-0.936235669	0.918599453
0.900115119	0.694783819
0.742111295	-0.993856107
0.441979707	0.989661121
0.998849873	-0.170076609
-0.976270852	0.496833867
0.967563591	-0.845409296
0.597316864	0.906524023
-0.928289008	0.374373890
-0.830685108	0.608544999
0.979053881	0.571024089
-0.958641832	-0.955570651
-0.875262440	-0.834060118
-0.993864482	-0.446486836
0.791896221	-0.856337724
0.646298063	0.895822667
0.384212083	0.971653695
-0.424342024	0.955014215
-0.949892687	-0.314318896
0.929658619	-0.547830920
0.959010077	0.436336694
-0.927556477	-0.437658332
0.900304557	-0.438381877
0.643413001	0.950411870
-0.995937894	-0.381280423
-0.996367698	0.807323563
0.935940651	0.614421827
0.523758380	-0.963788567
0.567102141	-0.885082989
0.945759961	-0.879288659
-0.965089332	-0.685530160
0.963667368	-0.912006702
0.823223154	-0.768415527
-0.815735213	-0.801278739
-0.686361728	0.841848464
0.621987166	0.882918824
0.604217319	-0.883128998
0.865539241	0.549977279
-0.726039508	0.693488874
-0.795648986	-0.762372141
0.781482173	-0.972425832
-0.595155954	0.901404335
0.562342163	-0.973168789
0.807765945	-0.697675840
0.811564498	-0.752890704
0.793214397	-0.634127322
-0.544751573	0.901744398
0.642905245	0.966892751
0.993908638	-0.791713678
0.920101450	0.827187071
-0.806491993	0.802242963
-0.793805441	0.640149713
0.783801590	0.784017895
-0.951816502	-0.767862975
0.989433513	-0.827469122
0.402467320	-0.962382990
0.735863568	-0.736367941
-0.535704973	0.993164303
-0.917159461	0.990322808
-0.626126064	-0.927725949
-0.837146315	0.776341258
-0.960455047	-0.380625076
-0.507092281	0.973376139
-0.879927711	-0.691098343
0.966034305	0.401800567
-0.801789336	-0.951125157
-0.878851106	0.554977060
-0.651574143	-0.768960045
-0.877501352	0.887019872
0.626092295	-0.837956399
-0.563637239	0.912418756
0.768858986	0.975702046
0.988470229	0.889568615
-0.590681486	-0.899214453
0.989716822	0.222690945
0.809360607	-0.676465927
0.999912682	-0.886004899
-0.449390898	-0.988569559
0.990033836	0.497003171
0.650779043	0.989946518
-0.626672400	0.986925147
-0.708800505	0.975439528
0.986869969	-0.625065913
-0.669495060	0.794080226
0.905655419	0.881218857
0.972410198	0.895689256
0.772282986	-0.923648807
0.920103908	0.508993364
0.580156108	0.842071569
-0.853717076	0.757792159
-0.836749533	0.591412206
0.866768055	-0.899686759
0.984992432	-0.515944880
0.936317830	0.675484700
0.762429392	0.754602778
-0.943378706	-0.881685949
-0.954029951	-0.661390839
-0.817590241	0.868339580
0.942053191	-0.520837342
0.291431929	-0.958193634
-0.796340926	0.764508621
0.458931308	-0.953994734
0.635466384	-0.995763795
0.700248455	0.753952078
-0.992954770	-0.971151656
0.793356965	0.947346118
0.486582948	-0.883438127
-0.561529052	0.950396184
-0.975822171	-0.861280598
0.835042999	0.716542210
-0.789787412	-0.957332531
-0.788971797	-0.893887747
0.944786726	-0.992049139
-0.618702199	0.882913099
0.989025352	-0.657458699
0.713459453	0.833644154
0.606257682	-0.884162229
0.912471343	0.561086124
0.688759657	0.731714118
0.839006569	0.770476124
-0.895900079	0.515768909
-0.724672541	0.700700721
-0.812023592	0.990977511
0.842743310	0.551367736
-0.672674843	0.970423611
0.754962563	-0.881407423
0.967430470	0.368737630
0.705085277	-0.758659287
0.458599297	-0.962679425
0.957395533	-0.505287163
-0.817545338	-0.816613924
0.521467243	-0.991445982
-0.836308598	0.931566361
-0.948788039	0.948809542
-0.634396880	0.776897948
-0.806234425	-0.777119337
0.646799180	0.854204540
0.997664867	0.073366083
-0.809200209	0.752842892
-0.575775935	-0.995341117
-0.755935302	0.975322407
0.690555225	0.925384740
0.779589279	-0.643388050
-0.817313701	0.777254145
0.423562910	0.931300233
0.935959117	0.441518394
-0.911233992	0.583998325
-0.820275574	-0.821510249
-0.934856785	-0.471706582
-0.811975436	-0.880299053
0.967487923	-0.534557841
0.486780942	0.875796462
0.956823033	0.367160728
0.577406182	0.935721420
-0.476059074	0.898440595
-0.878767572	-0.508120213
0.796207442	0.875153027
0.936503476	-0.377080497
0.703770843	-0.760561257
-0.871588365	0.533572580
0.820187830	-0.844511367
0.851752089	0.967633978
-0.915095246	0.833502761
0.777623448	0.721794238
0.999262888	-0.643339879
-0.838456942	0.648741157
0.976488888	0.376483353
-0.968113827	0.622908522
0.931523510	-0.830747407
-0.949523140	0.662195593
0.892717090	0.922495773
-0.863454899	-0.559951760
-0.937043238	-0.531270358
0.682561366	0.994480272
-0.796956248	0.911383245
0.826021556	-0.731740965
0.921093417	0.863127518
-0.335969267	-0.942592165
-0.922396789	-0.956070898
-0.956995039	0.724719850
-0.913853741	-0.656299119
0.690878536	-0.745945334
0.692418147	0.992701082
-0.685968731	0.735423108
0.717420932	0.749384370
-0.720098508	-0.878311005
0.328973033	0.990313410
-0.732961633	0.686667711
-0.438497692	0.984459300
-0.943921970	0.425874869
-0.938338675	0.709144930
-0.587858430	0.827084131
-0.789912456	0.797381966
-0.767584301	0.810006964
0.911378448	-0.933442336
-0.626373706	0.908225429
-0.811185845	-0.897643054
-0.696536148	-0.989107445
-0.898248115	0.516580998
0.973030277	-0.709433960
-0.908636967	-0.957282068
0.788563729	0.862261018
0.766834562	0.699233714
0.741951646	0.971015913
-0.777561755	-0.632264057
-0.928589680	-0.941971336
-0.504248055	-0.925368343
0.537209895	0.860627141
-0.808376620	-0.717117591
-0.812455910	-0.736966299
0.803545119	-0.655809503
-0.686349078	-0.879033654
0.767528923	-0.863465867
-0.921285161	-0.975437054
-0.996773697	0.207778937
-0.699440235	-0.832634056
-0.534565396	0.980250061
0.940713243	-0.450373661
0.767099216	0.722057912
-0.887502512	-0.532338304
-0.549808156	-0.857325083
0.552728180	0.897193025
-0.680805865	0.789594849
-0.880501843	0.918723985
0.648632133	-0.968501301
-0.387903746	-0.982548389
0.599216327	0.985832952
-0.797258885	0.818372860
0.849871559	0.742930717
-0.795912858	-0.932560406
-0.915108794	0.511329853
-0.887639411	-0.801038804
-0.815205853	0.904493771
0.930181230	-0.813495816
-0.978848903	-0.865731629
-0.975073637	0.696463713
-0.921145125	-0.536457926
-0.873616300	-0.899261185
0.914200868	0.541224185
-0.378585695	-0.992700770
-0.724637509	-0.813210334
-0.993742824	-0.598253810
-0.712471519	0.718926401
0.959008593	0.477454985
-0.832524776	0.838732137
-0.878017379	-0.897555594
0.856690118	0.952903869
-0.882127176	-0.825954529
0.817453549	-0.709858990
-0.981206489	-0.996626302
-0.794864846	-0.985538698
-0.979162228	-0.489360043
0.326566178	-0.962783955
-0.433690445	0.952550066
-0.734844608	0.836373358
0.938984807	-0.770057794
0.962728037	-0.637129593
-0.910574360	-0.528043949
0.943794769	-0.627489765
0.139233546	0.990390967
-0.942891514	0.943172903
-0.698713529	0.996093293
-0.826884892	0.861331597
0.987686276	-0.706374711
-0.811523691	-0.650313188
0.664364866	-0.789931050
-0.304234561	0.982494564
-0.788823237	-0.848303009
-0.709875822	0.922294507
-0.973019801	-0.965753132
-0.965187822	-0.885892216
-0.963597710	0.371425245
0.728851927	-0.776011724
-0.864293632	-0.814938817
0.995534086	0.477393491
-0.863439050	0.869269629
0.886220463	-0.600385804
-0.883549338	-0.470422303
0.980371418	0.282742244
0.873254454	0.493559632
0.893173828	-0.786055080
0.810299763	0.855213336
0.576341012	0.926908986
-0.445576677	-0.951924264
0.949361612	-0.949339694
0.611194738	-0.979717964
-0.539672999	-0.927700287
-0.983756760	0.685695895
0.950452962	-0.671166692
-0.686169095	-0.835257288
0.720462694	-0.865753103
0.696047431	0.915783237
-0.751510732	-0.676593404
0.650098031	-0.926072273
-0.950114514	0.642216931
0.847940283	-0.987063517
0.980474384	-0.724677142
-0.880856752	-0.734183899
-0.530703192	-0.919928136
-0.926702217	0.548371036
0.730654181	-0.947671792
-0.944247702	-0.414153003
0.535588356	0.869746836
-0.797973337	-0.866383858
0.979961864	0.295681395
-0.942835703	0.786547901
-0.585001279	0.921257677
0.925425373	-0.758454903
0.655329075	-0.768928386
-0.982380485	-0.770740504
0.993875952	-0.776633850
-0.855376175	0.539170428
-0.995961763	0.315144712
-0.743636784	-0.992817773
0.772564789	0.762129240
0.920135421	0.987213890
-0.944109845	0.587384622
-0.947431589	0.615301153
0.838308816	-0.622823170
-0.196388957	-0.985710029
-0.998496139	-0.423877122
-0.898243500	-0.527080610
-0.804039210	-0.942559184
-0.888977793	-0.699054478
-0.943383640	-0.787221293
0.783170847	0.912490345
0.692562878	0.735037269
0.923828910	0.749179238
-0.955362067	-0.776312008
-0.971171805	-0.414679964
-0.950699362	0.445183880
0.812555391	-0.636453988
-0.830749307	0.679537707
0.947710987	-0.516782356
0.996883661	-0.936946734
0.931847397	0.672392860
0.925962144	-0.754387956
0.545144195	0.871558301
-0.966002447	-0.339157528
-0.644585191	-0.973927448
-0.996381849	0.999455253
-0.635442669	-0.985599284
0.970752574	-0.833194345
-0.799315791	-0.673832618
0.758490618	-0.790384261
-0.833942922	-0.869815835
-0.825900180	-0.863190349
0.839414470	0.946275931
-0.933323804	-0.953937043
-0.927057262	0.596868244
-0.866166354	-0.500647595
0.771823595	-0.700109275
-0.370463430	0.945923416
-0.685938207	-0.914653699
-0.694994320	0.803924872
0.993563029	-0.482202542
-0.910716825	-0.595725260
0.837369513	-0.906692550
-0.502417810	-0.869598584
-0.519186140	0.974503582
-0.993557291	-0.130396943
-0.492678635	0.876336065
0.969643516	0.493176088
0.898034329	-0.928994034
-0.984315790	0.836643637
0.966804334	-0.382639698
0.233033092	0.973247043
0.780569444	0.869964673
0.260920504	0.983106402
0.908710903	-0.596133738
-0.625461984	0.924395112
-0.759490101	-0.658657650
-0.685410608	-0.971281230
-0.320974842	0.953025022
0.884332239	-0.803251127
0.904973176	-0.881079378
0.615905966	0.889267676
-0.693831375	0.731432941
-0.924940173	0.832145632
-0.834362229	-0.959248112
-0.466517736	0.992097536
0.949187020	0.798590302
-0.738762287	0.685080347
-0.792489056	0.909828002
-0.546706689	-0.961768296
-0.866850605	0.944775062
-0.558617022	0.931488713
0.505337679	-0.983491630
0.901188083	-0.512309107
-0.915348146	-0.511359333
-0.579870621	0.832751593
-0.957188796	0.778940580
-0.812242998	0.710364458
0.646527275	-0.781779526
0.838460478	0.588705742
-0.534564590	0.998459579
0.411447114	-0.925570023
0.941062057	0.984455684
0.875066721	0.657535394
0.740744787	0.880083217
0.619962400	-0.793819803
0.968973539	-0.764993567
-0.465770434	0.910035595
0.752626327	-0.960237220
0.728426576	-0.744477728
0.969049470	0.750207185
-0.801452766	0.810267801
0.521479383	0.997146619
-0.957957314	0.287687110
0.582934180	0.949110432
0.941822993	-0.812597725
0.760205457	0.875326436
0.495788892	0.900077159
0.962366131	0.807222601
-0.910177186	-0.549331482
0.513333922	-0.943220633
-0.564602761	0.964340026
0.821872662	0.850261215
-0.981543039	-0.933945697
-0.995755803	0.118818588
0.945951124	0.499471142
0.779926676	-0.671337074
0.849244266	0.983768235
0.784314717	-0.719624824
0.803723426	-0.654981828
0.735977207	-0.714112044
-0.867696986	-0.856930136
0.915774398	0.747104313
-0.967007732	0.596580976
0.766015463	-0.816257787
-0.673187923	-0.980509910
-0.947668546	-0.638567438
-0.747989383	0.891116521
0.596810726	0.931818897
0.698491745	-0.999211190
0.956929039	0.950502362
0.891905331	0.633297697
-0.845538350	-0.625081063
-0.693262167	-0.742688476
0.934726062	0.494518068
-0.832923166	0.783386155
-0.535097989	0.892128821
0.773521026	0.635927493
0.643401198	-0.919741143
0.893239018	0.663762322
0.832012520	-0.839980754
-0.726668450	0.975551115
0.627435170	0.812380019
0.696595677	-0.932668014
0.731094309	-0.930090830
-0.594193365	0.957177468
-0.657738588	-0.900657202
0.670313362	-0.857138687
-0.929905564	-0.923880004
-0.899961220	0.636829978
-0.720342979	-0.864725095
0.285228527	-0.990306088
-0.989016104	-0.353140618
0.857290870	-0.977353515
0.752986545	0.927385306
-0.901233519	0.853025325
-0.947656706	0.863579761
-0.246008752	0.997923843
-0.870127266	0.643854769
-0.968885505	-0.688269712
-0.946174733	-0.454204953
-0.857507884	-0.885586070
0.761531501	0.835944632
0.909963064	-0.773227045
-0.942921976	0.963788331
-0.921797740	-0.695292384
0.536806475	0.945156240
-0.991346220	-0.173571786
0.492142557	-0.873793065
0.929187029	-0.663494097
0.602314132	-0.940704587
0.798223655	-0.988565430
0.635480209	0.976348711
-0.298761782	-0.959857088
-0.293400970	0.957459315
0.574250312	-0.874412702
-0.838887473	0.704946770
0.885545758	0.767523090
0.234517490	0.999937017
0.957396332	0.379211946
-0.587760993	0.933147452
-0.626987659	-0.924310785
0.959053522	-0.949029748
-0.949092731	0.975120891
0.134687530	-0.991696400
0.806833564	-0.854816447
0.813038247	0.735512485
0.494888520	-0.899649693
0.713395847	-0.791171244
-0.859392187	-0.875380441
0.891891859	0.986301419
0.745120999	-0.737216514
0.889877954	-0.776861994
0.556985181	-0.946122709
0.461655565	-0.978463120
-0.718391558	0.761231330
0.885850889	0.616976483
0.776666544	-0.751461733
-0.528323727	-0.997185436
-0.876706256	-0.961277178
0.799954152	-0.895025913
0.693785497	0.823689954
0.826504518	0.947367221
0.720158611	-0.990030462
0.658011020	0.849926544
0.797293764	-0.795752853
0.994267599	-0.369653364
-0.614540027	0.831644207
0.696942175	0.943318605
0.498638055	0.889790741
0.509813095	-0.980720259
-0.922979937	-0.830110722
0.876596602	0.984070284
0.815714491	-0.883224573
-0.984540947	-0.661742354
0.934406920	-0.412637781
-0.899981118	-0.677194870
0.881537218	0.786633220
-0.659275032	-0.865065564
0.655437109	-0.865099832
0.866060945	0.670161670
-0.970421363	-0.264226302
-0.696406169	-0.734210485
0.952683697	0.346378401
-0.670841032	-0.912154946
0.598807861	-0.820702477
0.610324019	-0.890561954
-0.965437334	0.703942301
-0.986222405	0.490133693
-0.981575509	-0.816587457
-0.836240905	0.553197181
0.812105737	0.691354016
-0.745464789	-0.889653856
-0.920936612	-0.854138956
0.910622553	-0.686422981
0.776673776	0.929047044
-0.503010439	0.940432871
-0.974612799	-0.528891152
0.633395273	-0.895549410
-0.802708426	-0.747035371
0.850257580	0.740176047
-0.555829991	0.864991437
-0.731899997	-0.873992600
0.975915895	0.545376937
0.982892040	0.378882608
-0.945763255	-0.757993806
0.981010888	0.534746635
0.761074318	0.956926782
-0.659114516	-0.893315758
-0.958582282	-0.528624624
0.730037677	-0.749753722
-0.894698823	0.486915577
0.958290953	-0.718977756
-0.452929845	0.954551125
0.920651041	0.913094160
-0.836659563	-0.614842750
-0.888384405	-0.850098329
-0.600618399	0.853352285
-0.429102665	-0.963840182
0.950244766	0.569464632
0.974018775	0.653273466
0.795918485	-0.939575229
0.370838453	-0.999328122
0.387516055	0.951926639
-0.314267744	0.958413391
0.988086458	-0.364022978
-0.673480662	0.975619516
0.761405869	0.869019230
0.795849415	-0.843161124
-0.777337288	0.961205489
-0.921542324	0.483904388
0.922143273	-0.496271564
0.969702167	0.918280538
-0.653645568	0.982189327
0.963529618	0.785913885
-0.855421528	0.520498503
0.843030875	0.699224618
0.470057985	-0.900092080
-0.981811543	-0.533865410
-0.921968318	0.912816373
-0.643280569	0.860138414
0.778573006	-0.866251997
-0.592388484	0.809227827
0.483197550	0.935943090
-0.727890001	-0.769204009
0.999190826	0.517627213
-0.824065417	0.916410675
-0.893294261	0.479568783
0.739089968	-0.841444664
-0.791778042	0.911105400
-0.843172375	0.742752103
-0.840457279	0.810636652
0.677524638	-0.775675301
-0.972834012	0.479200659
-0.687029680	-0.916230176
0.873305478	-0.657542449
-0.433217750	0.920814858
-0.817259345	0.921951211
-0.978342203	0.230744386
0.994546018	0.785446467
-0.788769425	0.992159391
0.562429449	0.861209720
0.783160930	-0.965753975
0.813776206	-0.678879211
-0.777050610	0.782109878
